title_id,title,year,kind,playable,rating,priority_bucket,priority_score,reason
daye-istoriya-odnoy-semi,Дайе: История одной семьи,2025,Фильм,1,7.7,new_titles,180,TRULY_MISSING
dekalkomaniya,Декалькомания,2025,Сериал,1,8.1,new_titles,180,TRULY_MISSING
devid-attenboro-okean,Дэвид Аттенборо: Океан,2025,Фильм,1,8.4,new_titles,180,TRULY_MISSING
devil-may-cry,Devil may cry,2025,Мультфильм,1,7.5,new_titles,180,TRULY_MISSING
devstvenniki-2,Девственники,2025,Фильм,1,7.6,new_titles,180,TRULY_MISSING
dikie-devushki,Дикие девушки,2025,Фильм,1,7.7,new_titles,180,TRULY_MISSING
dnevnik-princessy,Дневник принцессы,2025,Сериал,1,8.1,new_titles,180,TRULY_MISSING
dochki-vyrosli-otec-v-trevoge-2,Дочки выросли: Отец в тревоге 2,2025,Фильм,1,7.7,new_titles,180,TRULY_MISSING
dolgiy-put-domoy-2,Долгий путь домой,2025,Сериал,1,8.0,new_titles,180,TRULY_MISSING
dom-milyy-dom,Дом милый дом,2025,Фильм,1,7.5,new_titles,180,TRULY_MISSING
domrabotnica-2,Домработница 2,2025,Фильм,1,8.3,new_titles,180,TRULY_MISSING
dot-konner-veb-detektiv,Дот Коннер: Веб-детектив,2025,Фильм,1,8.9,new_titles,180,TRULY_MISSING
druzhba-navsegda,Дружба навсегда,2025,Сериал,1,7.8,new_titles,180,TRULY_MISSING
durak,Дурак,2025,Сериал,1,7.9,new_titles,180,TRULY_MISSING
dvoynaya-igra-7,Двойная игра,2025,Сериал,1,7.7,new_titles,180,TRULY_MISSING
ekspat-ponevole,Экспат поневоле,2025,Фильм,1,8.0,new_titles,180,TRULY_MISSING
empatiya-2,Эмпатия,2025,Сериал,1,8.7,new_titles,180,TRULY_MISSING
epic-elvis-presli-na-koncerte,EPiC: Элвис Пресли на концерте,2025,Фильм,1,8.3,new_titles,180,TRULY_MISSING
ernhardt,Эрнхардт,2025,Сериал,1,8.7,new_titles,180,TRULY_MISSING
esli-by-ya-ne-videl-solnca,Если бы я не видел солнца,2025,Сериал,1,7.6,new_titles,180,TRULY_MISSING
eto-nikogda-ne-zakonchitsya-dzheff-bakli,"Это никогда не закончится, Джефф Бакли",2025,Фильм,1,7.7,new_titles,180,TRULY_MISSING
etot-les-moy,Этот лес - Мой,2025,Фильм,1,8.0,new_titles,180,TRULY_MISSING
etual,Этуаль,2025,Сериал,1,7.5,new_titles,180,TRULY_MISSING
frenk,Фрэнк,2025,Фильм,1,7.7,new_titles,180,TRULY_MISSING
geroizaciya-lazarya,Героизация Лазаря,2025,Фильм,1,7.9,new_titles,180,TRULY_MISSING
geveliy,Гевелий,2025,Сериал,1,7.7,new_titles,180,TRULY_MISSING
giperzvuk,Гиперзвук,2025,Сериал,1,8.0,new_titles,180,TRULY_MISSING
gorod-2,Город,2025,Сериал,1,7.7,new_titles,180,TRULY_MISSING
gorod-pod-nazvaniem-chistilische,Город под названием Чистилище,2025,Фильм,1,8.2,new_titles,180,TRULY_MISSING
gorod-seltiks,Город «Селтикс»,2025,Сериал,1,8.3,new_titles,180,TRULY_MISSING
grobnica-bogov-3,Гробница богов 3,2025,Мультфильм,1,8.3,new_titles,180,TRULY_MISSING
hizhra,Хижра,2025,Фильм,1,7.8,new_titles,180,TRULY_MISSING
hudozhnik,Художник,2025,Фильм,1,8.7,new_titles,180,TRULY_MISSING
idealnaya-para-dlya-mamy,Идеальная пара для мамы,2025,Фильм,1,7.8,new_titles,180,TRULY_MISSING
iskusstvennyy-intellekt,Искусственный интеллект,2025,Фильм,1,7.6,new_titles,180,TRULY_MISSING
istinnye-cveta,Истинные цвета,2025,Сериал,1,8.4,new_titles,180,TRULY_MISSING
izgnanniki-2,Изгнанники,2025,Сериал,1,8.0,new_titles,180,TRULY_MISSING
kanneda,Каннеда,2025,Сериал,1,7.7,new_titles,180,TRULY_MISSING
kogda-muzyka-stihaet,Когда музыка стихает,2025,Фильм,1,7.8,new_titles,180,TRULY_MISSING
kontrakt-s-toni-reymondom,Контракт с Тони Рэймондом,2025,Фильм,1,8.1,new_titles,180,TRULY_MISSING
lego-legendy-nindzyago-zemlya-monstrov,LEGO Легенды Ниндзяго: Земля монстров,2025,Сериал,1,8.1,new_titles,180,TRULY_MISSING
lihachi,Лихачи,2025,Сериал,1,7.6,new_titles,180,TRULY_MISSING
lilith-fair-sozdavaya-taynu,Lilith Fair: Создавая тайну,2025,Фильм,1,8.1,new_titles,180,TRULY_MISSING
live-aid-rok-n-roll-vo-imya-mira,Live Aid: Рок-н-ролл во имя мира,2025,Сериал,1,7.7,new_titles,180,TRULY_MISSING
lyubit-narcissa,Любить нарцисса,2025,Фильм,1,8.3,new_titles,180,TRULY_MISSING
lyubovnaya-lihoradka,Любовная лихорадка,2025,Фильм,1,7.5,new_titles,180,TRULY_MISSING
malenkie-golosa,Маленькие голоса,2025,Фильм,1,7.5,new_titles,180,TRULY_MISSING
mama-ya-nevinoven,"Мама, я невиновен",2025,Фильм,1,8.2,new_titles,180,TRULY_MISSING
maska,Маска,2025,Фильм,1,7.6,new_titles,180,TRULY_MISSING
masterskaya-satany,Мастерская сатаны,2025,Фильм,1,7.9,new_titles,180,TRULY_MISSING
medvezhya-shkura,Медвежья шкура,2025,Фильм,1,7.5,new_titles,180,TRULY_MISSING
moy-solnechnyy-svet,Мой солнечный свет,2025,Сериал,1,7.6,new_titles,180,TRULY_MISSING
mstitel,Мститель,2025,Фильм,1,9.2,new_titles,180,TRULY_MISSING
na-kolenyah,На коленях,2025,Фильм,1,7.6,new_titles,180,TRULY_MISSING
na-vyzove,На вызове,2025,Сериал,1,7.5,new_titles,180,TRULY_MISSING
nandauri,Нандаури,2025,Фильм,1,7.8,new_titles,180,TRULY_MISSING
nash-sosedskiy-specnaz,Наш соседский спецназ,2025,Сериал,1,7.5,new_titles,180,TRULY_MISSING
nastoyaschiy,Настоящий,2025,Фильм,1,9.0,new_titles,180,TRULY_MISSING
nefritovaya-chaynaya-kostochka,Нефритовая чайная косточка,2025,Сериал,1,7.5,new_titles,180,TRULY_MISSING
nemec,Немец,2025,Сериал,1,7.7,new_titles,180,TRULY_MISSING
neprimetnyy,Неприметный,2025,Фильм,1,9.7,new_titles,180,TRULY_MISSING
neprostitelnoe,Непростительное,2025,Фильм,1,7.5,new_titles,180,TRULY_MISSING
nezapyatnannaya-dusha,Незапятнанная душа,2025,Сериал,1,7.6,new_titles,180,TRULY_MISSING
nischiy,Нищий,2025,Фильм,1,8.5,new_titles,180,TRULY_MISSING
ohota-na-vinovnikov-usama-ben-laden,Охота на виновников: Усама бен Ладен,2025,Сериал,1,7.7,new_titles,180,TRULY_MISSING
oschuschenie-nastoyaschego,Ощущение настоящего,2025,Фильм,1,8.6,new_titles,180,TRULY_MISSING
oslepitelnyy-rayon,Ослепительный район,2025,Мультфильм,1,8.0,new_titles,180,TRULY_MISSING
ot-yelloustouna-do-yosemiti-s-kevinom-kostnerom,От Йеллоустоуна до Йосемити с Кевином Костнером,2025,Сериал,1,8.1,new_titles,180,TRULY_MISSING
otel-s-privideniyami,Отель с привидениями,2025,Мультфильм,1,7.6,new_titles,180,TRULY_MISSING
ozzi-osborn-vyhoda-net,Оззи Осборн: Выхода нет,2025,Фильм,1,8.3,new_titles,180,TRULY_MISSING
pechalnyy-i-prekrasnyy-mir,Печальный и прекрасный мир,2025,Фильм,1,7.7,new_titles,180,TRULY_MISSING
perspektivnyy-sportsmen,Перспективный спортсмен,2025,Фильм,1,7.9,new_titles,180,TRULY_MISSING
pi-vi-v-roli-samogo-sebya,Пи-Ви в роли самого себя,2025,Сериал,1,8.4,new_titles,180,TRULY_MISSING
plohie-parni-2,Плохие парни,2025,Сериал,1,8.9,new_titles,180,TRULY_MISSING
pochti-angel,Почти ангел,2025,Фильм,1,7.8,new_titles,180,TRULY_MISSING
podozrevaemyy-ubiystvo-zhana-sharlya-de-menezesa,Подозреваемый: Убийство Жана Шарля де Менезеса,2025,Сериал,1,7.7,new_titles,180,TRULY_MISSING
podrazhateli,Подражатели,2025,Фильм,1,7.9,new_titles,180,TRULY_MISSING
pol-makkartni-v-dvizhenii,Пол Маккартни: В движении,2025,Фильм,1,7.6,new_titles,180,TRULY_MISSING
pominki,Поминки,2025,Фильм,1,7.8,new_titles,180,TRULY_MISSING
pozhirayuschie-nasekomye,Пожирающие насекомые,2025,Фильм,1,8.2,new_titles,180,TRULY_MISSING
propavshie-pisma-do-luny-i-obratno,Пропавшие письма: до Луны и обратно,2025,Фильм,1,7.5,new_titles,180,TRULY_MISSING
proshlaya-zhizn,Прошлая жизнь,2025,Фильм,1,8.3,new_titles,180,TRULY_MISSING
prosto-ty-strashnaya,Просто ты страшная,2025,Фильм,1,7.7,new_titles,180,TRULY_MISSING
pryamo-kak-doma,Прямо как дома,2025,Фильм,1,8.1,new_titles,180,TRULY_MISSING
python-dokumentalnyy-film,Python: Документальный фильм,2025,Фильм,1,8.3,new_titles,180,TRULY_MISSING
reshenie,Решение,2025,Фильм,1,8.2,new_titles,180,TRULY_MISSING
rokovaya-krasota,Роковая красота,2025,Сериал,1,7.8,new_titles,180,TRULY_MISSING
rozy-na-loze,Розы на лозе,2025,Фильм,1,8.3,new_titles,180,TRULY_MISSING
ruki-v-krovi,Руки в крови,2025,Фильм,1,8.7,new_titles,180,TRULY_MISSING
saund-inoplanetnyy-gost,Саунд: Инопланетный гость,2025,Фильм,1,7.9,new_titles,180,TRULY_MISSING
sdelka-vslepuyu,Сделка вслепую,2025,Фильм,1,7.5,new_titles,180,TRULY_MISSING
selena-y-los-dinos-semeynoe-nasledie,Selena y Los Dinos: семейное наследие,2025,Фильм,1,7.9,new_titles,180,TRULY_MISSING
simple-plan-deti-v-tolpe,Simple Plan: Дети в толпе,2025,Фильм,1,7.6,new_titles,180,TRULY_MISSING
skorost-i-lyubov,Скорость и любовь,2025,Сериал,1,7.8,new_titles,180,TRULY_MISSING
smertelnyy-uzel,Смертельный узел,2025,Сериал,1,8.2,new_titles,180,TRULY_MISSING
sovremennaya-zhenschina,Современная женщина,2025,Сериал,1,7.7,new_titles,180,TRULY_MISSING
soyuz,Союз,2025,Фильм,1,7.9,new_titles,180,TRULY_MISSING
spartanskaya-mechta,Спартанская Мечта,2025,Фильм,1,8.4,new_titles,180,TRULY_MISSING
sto-buketov-dlya-luny,Сто букетов для Луны,2025,Фильм,1,7.5,new_titles,180,TRULY_MISSING
te-7-dney,Те 7 дней,2025,Фильм,1,7.7,new_titles,180,TRULY_MISSING
ten-moego-otca,Тень моего отца,2025,Фильм,1,7.5,new_titles,180,TRULY_MISSING
toksichnyy-gorod-2,Токсичный город,2025,Сериал,1,7.5,new_titles,180,TRULY_MISSING
toren-vozvraschenie-k-kornyam,Торен: Возвращение к корням,2025,Фильм,1,8.6,new_titles,180,TRULY_MISSING
tri-volka,Три волка,2025,Фильм,1,8.0,new_titles,180,TRULY_MISSING
tuchchi-v-italii,Туччи в Италии,2025,Сериал,1,8.0,new_titles,180,TRULY_MISSING
umru-s-toboy,Умру с тобой,2025,Фильм,1,8.1,new_titles,180,TRULY_MISSING
uragan-katrina-gonka-so-vremenem,Ураган «Катрина»: Гонка со временем,2025,Сериал,1,7.8,new_titles,180,TRULY_MISSING
vayld-pak,Вайлд Пак,2025,Мультфильм,1,7.7,new_titles,180,TRULY_MISSING
veter-i-priliv,Ветер и прилив,2025,Сериал,1,7.6,new_titles,180,TRULY_MISSING
vetnam-voyna-izmenivshaya-ameriku,"Вьетнам. Война, изменившая Америку",2025,Сериал,1,8.1,new_titles,180,TRULY_MISSING
villa-amore,Вилла Аморе,2025,Фильм,1,7.5,new_titles,180,TRULY_MISSING
vkus,Вкус,2025,Сериал,1,8.0,new_titles,180,TRULY_MISSING
vlyubitsya-snova,Влюбиться снова,2025,Фильм,1,8.1,new_titles,180,TRULY_MISSING
vostochnyy-zapad,Восточный Запад,2025,Фильм,1,7.6,new_titles,180,TRULY_MISSING
voyny-nindzya-chernaya-lisa-protiv-nindzya-seguna,Войны ниндзя: Черная лиса против ниндзя сёгуна,2025,Фильм,1,8.1,new_titles,180,TRULY_MISSING
ya-brosila-vyzov-zakonu,Я бросила вызов закону,2025,Сериал,1,7.6,new_titles,180,TRULY_MISSING
zolotye-peyzazhi-zavtrashnego-dnya,Золотые пейзажи завтрашнего дня,2025,Сериал,1,9.3,new_titles,180,TRULY_MISSING
100-dney-do-proschaniya-dorogoy,"100 дней до прощания, дорогой",2026,Сериал,1,0.0,new_titles,150,TRULY_MISSING
100-prichin-ne-byt-imperatorom,100 причин не быть императором,2026,Сериал,1,0.0,new_titles,150,TRULY_MISSING
102-predlozhenie-ruki-i-serdca,102-предложение руки и сердца,2026,Сериал,1,0.0,new_titles,150,TRULY_MISSING
13-dush,13 душ,2026,Фильм,1,0.0,new_titles,150,TRULY_MISSING
50-minut-s-vozlyublennym,50 минут с возлюбленным,2026,Сериал,1,0.0,new_titles,150,TRULY_MISSING
ad-dlya-odinochek-5,Ад для одиночек 5,2026,Сериал,1,0.0,new_titles,150,TRULY_MISSING
ad-dlya-odinochek-vossoedinenie,Ад для одиночек: Воссоединение,2026,Сериал,1,0.0,new_titles,150,TRULY_MISSING
adskiy-skeyt,Адский скейт,2026,Фильм,1,3.2,new_titles,150,TRULY_MISSING
adskiy-universitet,Адский университет,2026,Сериал,1,6.4,new_titles,150,TRULY_MISSING
advokat-ligas,Адвокат Лигас,2026,Сериал,1,7.2,new_titles,150,TRULY_MISSING
advokatskoe-byuro-yamady-todoroki,Адвокатское бюро Ямады Тодороки,2026,Фильм,1,0.0,new_titles,150,TRULY_MISSING
agent-svyshe,Агент свыше,2026,Сериал,1,6.4,new_titles,150,TRULY_MISSING
agenty-chetyreh-sezonov-vesenniy-tanec,Агенты четырёх сезонов: Весенний танец,2026,Сериал,1,0.0,new_titles,150,TRULY_MISSING
agenty-vremeni,Агенты времени,2026,Сериал,1,0.0,new_titles,150,TRULY_MISSING
aida-vozvraschaetsya,Аида возвращается,2026,Фильм,1,6.6,new_titles,150,TRULY_MISSING
amerikanskie-gladiatory,Американские гладиаторы,2026,Сериал,1,5.7,new_titles,150,TRULY_MISSING
anakonda-kolco-smerti,Анаконда: Кольцо смерти,2026,Фильм,1,3.2,new_titles,150,TRULY_MISSING
arena-rezhissera,Арена режиссера,2026,Сериал,1,0.0,new_titles,150,TRULY_MISSING
aromat-privyazannosti,Аромат привязанности,2026,Сериал,1,0.0,new_titles,150,TRULY_MISSING
avantyurist-pozhirayuschiy-demonov-ya-edinstvennyy-kto-stanovitsya-silnee-pozhir,"Авантюрист, пожирающий демонов: Я единственный, кто становится сильнее, пожирая монстров",2026,Сериал,1,0.0,new_titles,150,TRULY_MISSING
bagrovyy-priliv,Багровый прилив,2026,Сериал,1,0.0,new_titles,150,TRULY_MISSING
bananya-domashnyaya-vecherinka,Бананя: Домашняя вечеринка,2026,Сериал,1,0.0,new_titles,150,TRULY_MISSING
bandity-na-pensii,Бандиты на пенсии,2026,Фильм,1,6.0,new_titles,150,TRULY_MISSING
baska,Баска,2026,Фильм,1,5.0,new_titles,150,TRULY_MISSING
baska-2,Баська 2,2026,Фильм,1,5.2,new_titles,150,TRULY_MISSING
beremennost-ne-skryt-kak-ya-stala-lyubimicey-holodnogo-princa,Беременность не скрыть как я стала любимицей Холодного принца,2026,Сериал,1,0.0,new_titles,150,TRULY_MISSING
beskonechnyy-cikl-lyubvi,Бесконечный цикл любви,2026,Сериал,1,0.0,new_titles,150,TRULY_MISSING
bespokoynaya-sluzhanka,Беспокойная служанка,2026,Сериал,1,0.0,new_titles,150,TRULY_MISSING
bessonnica,Бессонница,2026,Сериал,1,5.7,new_titles,150,TRULY_MISSING
bez-somneniy,Без сомнений,2026,Сериал,1,0.0,new_titles,150,TRULY_MISSING
bez-truda-ne-vytaschish-rybku-iz-pruda,Без труда не вытащишь рыбку из пруда,2026,Сериал,1,0.0,new_titles,150,TRULY_MISSING
bez-uma-ot-lyubvi-k-tebe,Без ума от любви к тебе,2026,Сериал,1,0.0,new_titles,150,TRULY_MISSING
bezdna-2,Бездна,2026,Сериал,1,0.0,new_titles,150,TRULY_MISSING
bezmolvnaya-pravda,Безмолвная правда,2026,Сериал,1,6.5,new_titles,150,TRULY_MISSING
bezumnyy-tur,Безумный тур,2026,Сериал,1,0.0,new_titles,150,TRULY_MISSING
bigfut-pervobytnyy-strah,Бигфут: Первобытный страх,2026,Фильм,1,2.9,new_titles,150,TRULY_MISSING
billi-aylish-tur-hit-me-hard-and-soft,Билли Айлиш: Тур «Hit Me Hard and Soft»,2026,Фильм,1,7.4,new_titles,150,TRULY_MISSING
bitva-sudeb,Битва судеб,2026,Сериал,1,0.0,new_titles,150,TRULY_MISSING
biznes-geniy-pek-3,Бизнес-гений Пэк 3,2026,Сериал,1,0.0,new_titles,150,TRULY_MISSING
blagodarya-kupidonu,Благодаря купидону,2026,Фильм,1,6.8,new_titles,150,TRULY_MISSING
blekaut,Блэкаут,2026,Фильм,1,5.0,new_titles,150,TRULY_MISSING
blin-my-s-podrugoy-popali-v-knigu-i-zamuchili-zlodeev,"Блин, мы с подругой попали в книгу и замучили злодеев",2026,Сериал,1,0.0,new_titles,150,TRULY_MISSING
bog-bogatstva-chzhanlun-dou,Бог богатства Чжаньлун Доу,2026,Сериал,1,0.0,new_titles,150,TRULY_MISSING
bog-lyagushek,Бог лягушек,2026,Фильм,1,3.8,new_titles,150,TRULY_MISSING
boginya-kem-hochesh-pereroditsya-v-drugom-mire-ya-rebrom-geroya,Богиня: «Кем хочешь переродиться в другом мире?» — Я: «Ребром героя!»,2026,Сериал,1,0.0,new_titles,150,TRULY_MISSING
boginya-s-zavyazannymi-glazami,Богиня с завязанными глазами,2026,Сериал,1,0.0,new_titles,150,TRULY_MISSING
bolshie-sobytiya-v-malenkom-gorodke,Большие события в маленьком городке,2026,Сериал,1,0.0,new_titles,150,TRULY_MISSING
boy-bessmertnyh,Бой бессмертных,2026,Фильм,1,2.2,new_titles,150,TRULY_MISSING
brak,Брак,2026,Фильм,1,6.3,new_titles,150,TRULY_MISSING
bratan-s-severo-vostoka-3-bolshe-nikakogo-odinochestva,Братан с Северо-Востока 3: Больше никакого одиночества,2026,Фильм,1,0.0,new_titles,150,TRULY_MISSING
bratya-po-oruzhiyu,Братья по оружию,2026,Сериал,1,0.0,new_titles,150,TRULY_MISSING
bratya-pod-ognem,Братья под огнём,2026,Фильм,1,4.8,new_titles,150,TRULY_MISSING
bratya-s-okrainy-3,Братья с окраины 3,2026,Фильм,1,5.1,new_titles,150,TRULY_MISSING
bratya-tagusari,Братья Тагусари,2026,Сериал,1,6.4,new_titles,150,TRULY_MISSING
bud-schastlivoy,Будь счастливой,2026,Фильм,1,5.9,new_titles,150,TRULY_MISSING
buduschiy-syn,Будущий сын,2026,Сериал,1,0.0,new_titles,150,TRULY_MISSING
buonvino-tayny-villa-borgeze,Буонвино - Тайны Вилла Боргезе,2026,Сериал,1,6.6,new_titles,150,TRULY_MISSING
burnaya-lyubov,Бурная любовь,2026,Сериал,1,0.0,new_titles,150,TRULY_MISSING
celeustremlennuyu-lyubov-kurosaki-sana-nevozmozhno-ostanovit,Целеустремленную любовь Куросаки-сана невозможно остановить,2026,Сериал,1,0.0,new_titles,150,TRULY_MISSING
